	Citrus Fire	RN17	Hliana	Rocky Hemp	Bialobrzeskie	Colorado Cherry	Stable Fire Cherry 308	CW x Harlequin Tsunami	USO-31 (A)	Cherry Wine (B)	Fibranova	Nebraska Feral x AC/DC	SS Alpha	Cherry Wine (C)	RN-13A (A)	Authentic Hemp	Bama	RN-13A (B)	FL70 S1	Tangerine (A)	Franklin	Kataini	Martha	X-59	Elektra (B)	Cascade OG	Grandi	URCBD 1	URCBD 7	Han-FH-Q	Oregon CBD	Illinois Feral	Sour Space Candy (B)	SC-1 x Logan	Brilliance (herm)	Otto II (B)	Keystone NY Feral	#5	Cherry (A)	Sterling Gold	Wojko	Anka	RN16	Cherry x Wulf	Cherry Wine (D)	Canda	URCBD 5	Ferimon	Rogue	Joey	18AB092701 (WI)	RNF	Sisters F1	Eletta Campana	Lifter (B)	Pewter River	A2R4 x AC/DC	Earlina 8	Yuma	Elektra 1	Cherry Wine x C	Dead Lights	SC-1	Cobbler	CRS-1	R4 x Wife x Hemp	Otto II (A)	Han-Cold	Brilliance	KG9201	Han-FN-H	Pineberry	Carmagnola Selezionata	Special Sauce (B)	Berry Blossom	Oregon Bush	BaOx (C)	Cherry x 5	Si-1	Wild Horse	Tangerine (C)	TJ's CBD S1 (female)	Vermont Sauce	18AB092101 (WI)	Cherry Wine (standard)	Han-NE	AC/DC x Otto II (A)	Bish Feral	Tangerine (B)	Anka x Logan	Cherry (B)	Nebraska Feral	18AB092801 (WI)	Wolf	Berry Blossom (standard)	Carmagnola	Lifter (A)	FL70	TJ's CBD (B)	A2R4	Hawaiian Haze (B)	TJs CBD S1 (male)	Super Cherry F2	Fermion	FL80	RN19	Victoria	18AB092702 (WI)	RNA Auto	Logan 20	Cherry Wine (A)	Fedora 17	18AB101101 (WI)	Cherry 5	Cherry 308	Cherry x BaOx	Cherry Wine (dwarf)	Sour Space Candy (A)	NWG 331	Hass Hemp	Tygra	FL49	XYZ	Puma	Futura 75	CFX-1	Deschutes	Swift	Picolo	Hawaiian Haze (A)	Marten's Kashong	T-2 (B)	Special Sauce (C)	TJ's CBD (A)	Late Sue (B)	Sisters F2	Hlukhivskii-51	Magic Bullet	CBDawg	FL58	Umpqua	AC/DC x Otto II (B)	VT Cherry	Double Cherries (B)	Green Mountain	FL71	18AB100501 (WI)	Box Wine	Cherry x A	Stout	Cherry x 2	BaOx (A)	NWG Elite	Fresh Start	USO-31 (B)	URCBD 4	AC/DC	A2R4 x Nebraska Feral	NY Cherry	Double Cherries (A)	Elektra (A)	Sour Tsunami	FL71 S1	Cherry 307	Berry Blossom (dwarf)	NY Feral 2019	BaOx (B)	Portugal	Georgina	Hlesia	Suver Haze	KG9202	Cascade	T-1 (B)	ABC	T-2 (A)	URCBD 6	Helena	URCBD 3	Han-NW	Cherry (C)	Felina 32	CFX-2	Special Sauce (A)	URCBD 2	Young Slim	T-1 (A)	Late Sue (A)	AC/DC x Otto II (C)	Dell Riley Field
Fibranova	0.33356494	0.32360247	0.30820042	0.31412923	0.30111602	0.31924835	0.33319452	0.3265804	0.30795178	0.31094262	0	0.32261443	0.30820847	0.31826514	0.3313089	0.33183303	0.31246075	0.34097758	0.3297985	0.33381176	0.34401104	0.3040476	0.2780321	0.30485845	0.32867944	0.3302329	0.30752596	0.32915094	0.3116867	0.3059662	0.32716233	0.29687423	0.3271138	0.30252227	0.33315358	0.3389313	0.29705402	0.30626136	0.33486533	0.30604887	0.29895365	0.29725656	0.3314925	0.32192972	0.33248863	0.3000319	0.28442723	0.30656272	0.32810432	0.2939617	0.2831724	0.33079335	0.33271766	0.2817369	0.32991347	0.31273866	0.3149187	0.30845028	0.3094165	0.3234838	0.3339185	0.32341054	0.319612	0.32436442	0.30012113	0.33635697	0.33291584	0.3100519	0.32590348	0.31760556	0.30646494	0.32716534	0.27525935	0.3254608	0.3332562	0.33510128	0.33093008	0.30096075	0.3063753	0.31184536	0.3333618	0.32773682	0.33170232	0.29598734	0.3342999	0.3133013	0.32673326	0.29456794	0.33285514	0.28741264	0.2955725	0.30644143	0.28991565	0.28860307	0.33406487	0.28556147	0.327863	0.32514805	0.3267605	0.29382303	0.3303395	0.3207621	0.32815123	0.30671588	0.32351303	0.33608812	0.2772037	0.27778316	0.329219	0.29188544	0.32677037	0.3066414	0.28447607	0.33355427	0.33569005	0.32281002	0.33483744	0.32338327	0.29216504	0.34161443	0.2958487	0.32860202	0.3433363	0.31198737	0.2780764	0.29726103	0.31808454	0.31266552	0.30086783	0.33239287	0.3038057	0.33089715	0.3217664	0.32747802	0.3419348	0.33392578	0.30468866	0.34376928	0.32833773	0.3250038	0.3243187	0.337769	0.31853586	0.32652628	0.3261873	0.327002	0.28563195	0.3334256	0.3262863	0.34186402	0.3198207	0.3314436	0.3023182	0.32121336	0.30477765	0.32154667	0.31887233	0.3263878	0.32961863	0.3387029	0.32893062	0.31790996	0.33094952	0.32537	0.33099985	0.31778833	0.3350138	0.30354378	0.2770345	0.29826155	0.32518077	0.32071796	0.3340241	0.33280334	0.32564119	0.33803195	0.30629182	0.27947363	0.31832048	0.30716372	0.3278165	0.29478818	0.2998851	0.34162918	0.32189775	0.32507944	0.33202985	0.34278622	0.33644587	0.2991309
Nebraska Feral x AC/DC	0.30483803	0.3130218	0.32728925	0.31960565	0.33157128	0.30855757	0.30337447	0.32019117	0.3193207	0.3260578	0.32261443	0	0.3199756	0.31693104	0.3040514	0.31929794	0.30587986	0.2879703	0.3196399	0.30768457	0.30832165	0.33463326	0.2982971	0.33028588	0.31429932	0.30735984	0.31921247	0.3330353	0.32558593	0.2977932	0.3217339	0.30706537	0.3153096	0.3004597	0.31632075	0.28765756	0.30555555	0.32198223	0.32047334	0.2906931	0.33228722	0.32952082	0.2947585	0.32322824	0.3322199	0.31659204	0.3082108	0.32634312	0.31249535	0.3299768	0.3070149	0.28800973	0.287728	0.3205251	0.3215544	0.3146763	0.2826845	0.3199113	0.2970479	0.3229443	0.30978593	0.32200673	0.31494766	0.31035703	0.3124921	0.31909174	0.29162383	0.3009257	0.30222967	0.30951527	0.310952	0.32535797	0.32151154	0.32377142	0.3306186	0.31305423	0.30293253	0.32341352	0.2988565	0.2955684	0.29192287	0.30847526	0.30242193	0.29573727	0.30930668	0.30416888	0.30500695	0.29437163	0.2917358	0.31439975	0.29997975	0.30194584	0.30013642	0.31402698	0.30915558	0.32282105	0.3217081	0.32167467	0.31141162	0.2829988	0.31216606	0.31485292	0.29079196	0.33233234	0.31872493	0.2900402	0.30479628	0.29961306	0.3150516	0.30054742	0.32409987	0.3225554	0.29827693	0.31167743	0.32004467	0.29026198	0.31402925	0.3300459	0.32115695	0.32604057	0.3234066	0.3218194	0.28274077	0.30329096	0.31353566	0.3194683	0.30902955	0.33134916	0.33099034	0.32802245	0.3154483	0.3091183	0.30526602	0.3282138	0.312311	0.2794228	0.32474965	0.3308196	0.32464287	0.31870213	0.31130573	0.28647777	0.3178988	0.32856292	0.31871864	0.32035568	0.2997881	0.3193203	0.3243039	0.31003895	0.31115374	0.2996508	0.3288944	0.32824638	0.31783977	0.3022527	0.27394885	0.27871534	0.28985918	0.33550298	0.32616505	0.33088383	0.3210376	0.31762382	0.3149882	0.29981485	0.32423776	0.33166176	0.29677317	0.31764296	0.3198715	0.30138844	0.30474928	0.3075132	0.33267605	0.2926421	0.32611364	0.31656206	0.32339874	0.2997119	0.286213	0.33031663	0.31279427	0.3005583	0.3270021	0.29756564	0.30758438	0.32698342	0.2957548	0.3281204
SS Alpha	0.31757823	0.31375146	0.33000252	0.26515615	0.3262196	0.31784737	0.3197456	0.3110997	0.32609025	0.32274067	0.30820847	0.3199756	0	0.3131661	0.3198504	0.31323528	0.2780376	0.32055846	0.31448433	0.31006762	0.32083076	0.32771018	0.32042217	0.3252404	0.31490597	0.3148311	0.32742903	0.3162078	0.30150202	0.26023188	0.31775653	0.3204506	0.31459603	0.30153105	0.32254168	0.31597614	0.32313678	0.30820337	0.3246342	0.2919126	0.3246816	0.32656583	0.30919838	0.3122233	0.3176815	0.32955033	0.30187276	0.32924506	0.31347048	0.32366166	0.31447834	0.31727645	0.30947354	0.2993688	0.31601498	0.2682184	0.31314966	0.3361067	0.27806377	0.31468403	0.3167939	0.31712896	0.27177286	0.31485492	0.32351604	0.3161333	0.31245697	0.27763665	0.31810972	0.30419162	0.28225133	0.31149134	0.31421542	0.31153268	0.31793126	0.31765085	0.30807507	0.2862799	0.27413777	0.32528877	0.30652153	0.30199605	0.31887558	0.32766724	0.31667662	0.26709214	0.3100529	0.31972235	0.30659896	0.32803628	0.31039917	0.32693	0.32430264	0.30668947	0.31182307	0.31561637	0.30858254	0.315333	0.30313006	0.30984092	0.31499586	0.3183441	0.31354076	0.32853454	0.3155226	0.31478682	0.31689444	0.31628937	0.31319737	0.3292554	0.31757188	0.32652152	0.3228776	0.3136766	0.31368423	0.31876478	0.3125704	0.31711385	0.31574887	0.3193304	0.3225355	0.31410107	0.3169495	0.27705437	0.32018128	0.32412285	0.3053741	0.33502734	0.32934454	0.31761637	0.33175716	0.30878568	0.29637077	0.30706334	0.32201812	0.31960168	0.33132362	0.32216442	0.315153	0.3128373	0.30614114	0.31733364	0.30244026	0.31656048	0.31792054	0.31607252	0.31856993	0.3153088	0.31339157	0.31933656	0.32616273	0.32356378	0.3188505	0.3109001	0.32917586	0.28464368	0.2981742	0.3165857	0.31569636	0.3160186	0.31576598	0.3178567	0.31411356	0.3129128	0.31670088	0.2989745	0.31520095	0.33061075	0.31644928	0.32406694	0.31219155	0.31334394	0.30424574	0.307428	0.31200507	0.30860692	0.3111865	0.3248321	0.2893973	0.25863776	0.31779236	0.3269635	0.32780227	0.31468663	0.2961541	0.31949195	0.3026139	0.3222152	0.31533545	0.32663926
Cherry Wine (C)	0.27572316	0.21110596	0.34959796	0.32072532	0.34561303	0.26346186	0.24825032	0.26123673	0.34888595	0.26940554	0.31826514	0.31693104	0.3131661	0	0.28028986	0.27962554	0.3160521	0.32960758	0.25378743	0.2875029	0.3050546	0.34818202	0.3196879	0.34797335	0.25137928	0.2791474	0.3462016	0.22797519	0.3407431	0.3115998	0.29454842	0.33808598	0.28048	0.3203125	0.28061554	0.29970977	0.32841876	0.34524107	0.26817808	0.32254198	0.3446692	0.33789566	0.29304814	0.26556385	0.25126114	0.34611616	0.32203516	0.3553134	0.26580036	0.34298545	0.32242075	0.28897876	0.26747793	0.31431985	0.25960335	0.32216376	0.32729816	0.35805002	0.31381628	0.24254934	0.26852491	0.24795961	0.3272273	0.26872107	0.33947653	0.31301725	0.26363733	0.31539798	0.25871077	0.2818263	0.32576388	0.26498687	0.31662995	0.26525697	0.25289854	0.2736123	0.2989897	0.33015487	0.3102895	0.30720618	0.2875716	0.2920628	0.29242694	0.33465376	0.24062929	0.319221	0.29255995	0.33231345	0.28739744	0.33586437	0.29626754	0.3176848	0.33175305	0.31368983	0.2649093	0.32291126	0.25173935	0.25263843	0.281897	0.3028131	0.25631887	0.31586245	0.26647633	0.3504653	0.27164367	0.2792235	0.32273582	0.31992525	0.28791434	0.33386078	0.2339226	0.352609	0.3211486	0.24122356	0.22925436	0.3107321	0.23368384	0.2746887	0.33560947	0.2673721	0.33555135	0.260299	0.28261173	0.31344163	0.3339281	0.34626845	0.282058	0.35725656	0.34637314	0.26778927	0.3503933	0.28077003	0.28807732	0.28173772	0.31316873	0.26880816	0.3501496	0.29408133	0.28617984	0.25823286	0.28488508	0.2586955	0.29923812	0.25805756	0.3165667	0.2635127	0.31928402	0.28813165	0.23815529	0.2652814	0.32478282	0.294262	0.34498367	0.22697483	0.34878328	0.2918961	0.3131691	0.31298095	0.28322202	0.25262314	0.24712254	0.2563701	0.2662037	0.21769242	0.25996998	0.30031374	0.3166659	0.35008925	0.3174501	0.3458065	0.24214105	0.2743715	0.27331877	0.28688204	0.21897031	0.2957799	0.29005307	0.33573335	0.2555967	0.31359684	0.3074413	0.34631824	0.33984938	0.31029934	0.27543077	0.2984958	0.2943331	0.31159052	0.27826384	0.34101233
RN-13A (A)	0.26824123	0.2656951	0.36023858	0.32290927	0.35797516	0.28563866	0.28457236	0.28314218	0.36245105	0.2939296	0.3313089	0.3040514	0.3198504	0.28028986	0	0.29646325	0.316069	0.252476	0.27000445	0.3026886	0.28560352	0.36181048	0.34005457	0.35674623	0.25716746	0.2871399	0.36225313	0.23875198	0.35090673	0.3136819	0.2823972	0.3557954	0.27035248	0.33593807	0.29180068	0.25907612	0.34658882	0.3478332	0.28393134	0.33525127	0.35605264	0.35253733	0.27320144	0.28989273	0.25477597	0.35967982	0.33929023	0.3659543	0.28879568	0.357353	0.3425368	0.24348117	0.24294707	0.33052346	0.27673867	0.32417893	0.34848407	0.37278774	0.31599933	0.2774023	0.24914491	0.272904	0.32860953	0.2790365	0.3529361	0.2967215	0.255737	0.31932643	0.26761335	0.30338904	0.33264017	0.27383837	0.33215266	0.27645293	0.25749505	0.22279586	0.28958878	0.33238485	0.31232285	0.34077922	0.30025405	0.31941906	0.26186767	0.35315347	0.27311572	0.32165432	0.25591427	0.34972787	0.30047897	0.35036433	0.32610902	0.35071918	0.35776865	0.3359725	0.29271778	0.34134707	0.2869084	0.27639753	0.30712357	0.3281013	0.27294555	0.33579943	0.26614645	0.364332	0.28991166	0.23368165	0.34219506	0.34025076	0.28828755	0.35444152	0.26176873	0.36146265	0.34420106	0.25206938	0.2651126	0.26338604	0.28091955	0.29235035	0.34270263	0.27613097	0.3520817	0.27083594	0.30726418	0.31436282	0.34844264	0.36029175	0.29763412	0.37027347	0.36203665	0.29673305	0.36502847	0.2969389	0.28471234	0.30871198	0.29052472	0.26241556	0.36239505	0.29724523	0.3001658	0.26092976	0.30180225	0.24299553	0.3113837	0.28103477	0.30465317	0.2765425	0.34284347	0.26519564	0.2578974	0.27711418	0.32326385	0.26949745	0.35244414	0.275461	0.36062926	0.31470495	0.29171652	0.3347796	0.20815851	0.25249106	0.25746465	0.28292245	0.26825166	0.27121544	0.2733238	0.3021106	0.28548318	0.3652049	0.33634636	0.36077702	0.2708343	0.2669659	0.28732255	0.3000969	0.27078438	0.3053022	0.3161577	0.35289833	0.29356092	0.31810224	0.27069163	0.35855016	0.35820544	0.25786674	0.29534128	0.24685395	0.30446553	0.2894394	0.24865252	0.35928512
Authentic Hemp	0.29006165	0.26536453	0.36249608	0.31547007	0.35567033	0.29018202	0.29409122	0.2697268	0.3606896	0.29568508	0.33183303	0.31929794	0.31323528	0.27962554	0.29646325	0	0.3119224	0.29478282	0.23321883	0.26138592	0.29485875	0.36689976	0.33908886	0.35663566	0.2365665	0.22210656	0.36322364	0.27045947	0.34491998	0.3092792	0.27478552	0.35619053	0.24812675	0.3353323	0.28741506	0.29553488	0.3329226	0.3466604	0.2906766	0.32972255	0.35691556	0.34553462	0.27559036	0.27678677	0.28113827	0.3531179	0.33649915	0.36098588	0.28063062	0.35279462	0.33496013	0.27033612	0.28657758	0.31956458	0.26154143	0.3203499	0.3346011	0.37101588	0.3140413	0.27419275	0.2720001	0.25176278	0.32228494	0.27074882	0.35159668	0.28900158	0.28776225	0.30975598	0.29065928	0.26935995	0.32218423	0.26308233	0.3283138	0.24602681	0.28485936	0.27871692	0.29736224	0.33050135	0.3072797	0.31885883	0.26273167	0.2855236	0.29661933	0.34813067	0.27192044	0.30657157	0.29202116	0.34546855	0.260472	0.34763467	0.30982295	0.33703005	0.35034907	0.32654345	0.23546673	0.3355381	0.26376247	0.23890638	0.27795908	0.32177925	0.25087067	0.3281009	0.29882807	0.36301368	0.25024396	0.27239093	0.34018788	0.3393889	0.2519552	0.35189927	0.2686669	0.3612138	0.33868572	0.27077025	0.2826925	0.29691544	0.26480207	0.24973826	0.34672982	0.2863455	0.34994328	0.2363663	0.26519966	0.3057163	0.34566414	0.35977742	0.27991742	0.37265348	0.36261657	0.25168806	0.36272097	0.26595622	0.2795516	0.27887157	0.29367062	0.2724932	0.36030927	0.300129	0.26230618	0.24143374	0.26803795	0.2626569	0.2818286	0.2677397	0.3031714	0.232531	0.33723205	0.30074266	0.25613934	0.2865875	0.32637146	0.2998328	0.35420293	0.27485174	0.3613797	0.31445682	0.29927868	0.32653964	0.2901319	0.28240907	0.25755575	0.2637545	0.2280685	0.25316876	0.2883721	0.28737843	0.3064718	0.36472762	0.33306888	0.35741335	0.26016584	0.2632244	0.23037596	0.26303464	0.2523302	0.26833165	0.30912173	0.35082495	0.2927462	0.31179434	0.28656927	0.3559585	0.35953498	0.2921432	0.2832521	0.2986437	0.27092183	0.29366156	0.2864523	0.3571771
Bama	0.31169012	0.30144	0.32052672	0.28343388	0.33263177	0.30094886	0.3104434	0.31147814	0.3198355	0.32030964	0.31246075	0.30587986	0.2780376	0.3160521	0.316069	0.3119224	0	0.31088832	0.30007532	0.31365868	0.2977166	0.3388395	0.31041998	0.33097646	0.3111463	0.3070982	0.32549337	0.31103745	0.31016043	0.2586252	0.3140138	0.317577	0.30987573	0.2942682	0.3022671	0.30874878	0.3168765	0.31976375	0.3242533	0.28480092	0.3360635	0.3272985	0.29906863	0.31528795	0.31448498	0.32063955	0.29529127	0.32063907	0.29662555	0.32948038	0.3059429	0.3090752	0.29536837	0.30120367	0.312621	0.28379217	0.30646232	0.33160597	0.24508287	0.3127403	0.3094778	0.31104928	0.28927106	0.3150179	0.3166144	0.3108257	0.3068043	0.23988466	0.30179486	0.2912114	0.27464437	0.30922323	0.3143707	0.31038544	0.31084108	0.31381816	0.29968515	0.3046798	0.24363786	0.33091888	0.29788053	0.28835708	0.31313565	0.31933743	0.29842687	0.25806925	0.30660355	0.3124117	0.29714108	0.31511652	0.3163524	0.32618567	0.31705475	0.3086292	0.29614988	0.31933928	0.3085961	0.30267125	0.29199362	0.30282792	0.3096908	0.30548823	0.29945016	0.33432695	0.30056533	0.29626203	0.3098505	0.30389228	0.31142953	0.31641683	0.31682807	0.3170521	0.31244522	0.2989667	0.29700464	0.2979643	0.29861966	0.3120368	0.32583013	0.31634694	0.32719287	0.2999245	0.31997523	0.23736198	0.31175908	0.32257906	0.29347724	0.34841564	0.33893836	0.3088945	0.32629925	0.31150448	0.29577345	0.30671453	0.2996577	0.2999951	0.31552204	0.31990707	0.30952933	0.2983883	0.29477268	0.29975894	0.30239794	0.32005298	0.31195244	0.3003373	0.3066162	0.31347013	0.31238362	0.3022191	0.31468794	0.2979668	0.32492864	0.3094127	0.32525018	0.27678987	0.28844583	0.30573067	0.3011448	0.31611472	0.31587914	0.31763253	0.3002241	0.29828295	0.30164477	0.2923547	0.31283364	0.3402962	0.30320635	0.3192945	0.31172612	0.2963801	0.29163998	0.3125181	0.3139144	0.29883975	0.30959815	0.3135618	0.2972785	0.26080343	0.3127393	0.33199126	0.31862566	0.30972123	0.29280558	0.31678423	0.31050783	0.31407306	0.29985544	0.333573
RN-13A (B)	0.2594323	0.32177237	0.35358778	0.31677255	0.36268994	0.3384554	0.32959664	0.32087135	0.36072677	0.350661	0.34097758	0.2879703	0.32055846	0.32960758	0.252476	0.29478282	0.31088832	0	0.32944185	0.32538477	0.23107043	0.3632019	0.34874463	0.35041475	0.31094828	0.28764206	0.3671825	0.31982374	0.3429661	0.31744772	0.3156295	0.3548725	0.29430526	0.3422031	0.29734957	0.22982548	0.34442413	0.3519324	0.338439	0.335104	0.3590752	0.35470697	0.2923085	0.3341193	0.31867906	0.357966	0.33911306	0.35297394	0.32858986	0.3517408	0.35094073	0.23912585	0.26455936	0.33031774	0.2945416	0.3272312	0.3539608	0.3710933	0.31378463	0.31305033	0.2658096	0.31690478	0.3305445	0.2920781	0.35705888	0.27428308	0.26449838	0.3112366	0.32199517	0.3298537	0.32246667	0.31657773	0.34285673	0.31588188	0.314107	0.2618327	0.27917865	0.3359703	0.3116104	0.35768485	0.32187608	0.31224695	0.2757194	0.35494098	0.3052056	0.31186813	0.26723287	0.35605377	0.32162762	0.36028042	0.33423	0.3563777	0.36398804	0.34363693	0.31971467	0.3493625	0.3242821	0.32795027	0.31905672	0.3452152	0.31393537	0.3412591	0.2810444	0.3646784	0.3249029	0.26551914	0.3508076	0.34738	0.2852442	0.35969204	0.31519908	0.35679117	0.35579136	0.31098163	0.31720757	0.24279444	0.31318623	0.30909997	0.3458712	0.25151148	0.3573273	0.32642177	0.32403812	0.30148628	0.35616145	0.3640726	0.32055417	0.3710354	0.36506125	0.31015047	0.36003247	0.31784847	0.30189177	0.32053855	0.22957389	0.2673377	0.3582713	0.30244228	0.29484957	0.32497838	0.3210272	0.26577246	0.31464618	0.3019387	0.2969429	0.32637298	0.34808084	0.29189622	0.32973677	0.25534713	0.32394835	0.25571972	0.35754934	0.33382508	0.36108488	0.3229674	0.2999388	0.34610015	0.28326452	0.30861506	0.31834015	0.3293013	0.3279153	0.33125016	0.3041843	0.3074605	0.26969272	0.3631613	0.34383202	0.35856688	0.3009437	0.30101475	0.29857495	0.32491052	0.33132848	0.32399225	0.3397446	0.35453743	0.3227378	0.31565297	0.2444427	0.3545965	0.36160585	0.23676984	0.31556824	0.23526004	0.3169859	0.22702226	0.26327926	0.36114854
FL70 S1	0.30349085	0.1820768	0.3521558	0.3220451	0.35376424	0.2278696	0.23511977	0.24055088	0.35117683	0.27889377	0.3297985	0.3196399	0.31448433	0.25378743	0.27000445	0.23321883	0.30007532	0.32944185	0	0.2633585	0.29941773	0.36515382	0.3257394	0.35939053	0.22280583	0.2670271	0.3469591	0.21188818	0.34790275	0.29802367	0.25909102	0.3417254	0.24228422	0.31995726	0.2281197	0.30752912	0.31866682	0.3490358	0.24689774	0.31570208	0.35492676	0.34696338	0.23808771	0.2241215	0.21583241	0.3394526	0.3184615	0.35353005	0.23565686	0.35599393	0.32284027	0.2654952	0.2572158	0.32705003	0.25713852	0.32066572	0.33213943	0.3547527	0.30117968	0.24736983	0.24911647	0.22921188	0.32304913	0.27209172	0.3377203	0.30374584	0.2903534	0.30401865	0.23976898	0.27101007	0.31230268	0.25879872	0.32651314	0.22925155	0.21089572	0.25092465	0.2851766	0.3357753	0.2958165	0.32020324	0.24795184	0.25427237	0.2902402	0.33446255	0.22235753	0.3000901	0.30097356	0.33066353	0.24731703	0.3343709	0.30958813	0.33456138	0.33418322	0.32896197	0.19940796	0.33634382	0.26785073	0.07996681	0.23544987	0.30323505	0.26462102	0.30280292	0.2691718	0.35810262	0.10986769	0.22790296	0.32245386	0.31995907	0.2808369	0.33512938	0.19303095	0.34804088	0.32348302	0.19888173	0.23210317	0.28464186	0.20498449	0.23409113	0.34744188	0.25522038	0.35111886	0.102092154	0.27863535	0.30172738	0.3314208	0.34520942	0.26438242	0.3731904	0.35877424	0.26087877	0.3467121	0.26170233	0.27638653	0.24913786	0.30196613	0.235704	0.34679738	0.2993672	0.27798158	0.10910625	0.2661711	0.2376518	0.28525868	0.22327021	0.31131393	0.09624784	0.3216917	0.2789706	0.20893365	0.24086486	0.31601202	0.28857055	0.35398987	0.23791115	0.3455323	0.29740188	0.30853963	0.31538543	0.23580462	0.2337659	0.22324505	0.21616937	0.08346986	0.17564304	0.22482972	0.2761466	0.32319978	0.36442596	0.31905037	0.34119144	0.25558057	0.2544697	0.22955966	0.26388612	0.1812394	0.2561599	0.2742146	0.33233562	0.2563455	0.3007655	0.31245077	0.35531795	0.3407884	0.32939947	0.23719399	0.31587678	0.28627253	0.3165952	0.2820139	0.35588926
Tangerine (A)	0.29984683	0.28992966	0.36084294	0.31489116	0.35697258	0.30686477	0.2965317	0.26428908	0.35939974	0.31074414	0.33381176	0.30768457	0.31006762	0.2875029	0.3026886	0.26138592	0.31365868	0.32538477	0.2633585	0	0.31162336	0.36183587	0.33946005	0.35588488	0.25936967	0.27923653	0.36353326	0.27886355	0.3479541	0.30698213	0.24331366	0.35128167	0.26620543	0.33341295	0.30505484	0.32248864	0.33547506	0.34714043	0.3089567	0.3268001	0.36061484	0.34938085	0.23938312	0.24031954	0.29630092	0.35832706	0.332059	0.3620951	0.28468508	0.35356295	0.34046736	0.30120975	0.29919645	0.3304512	0.28122494	0.32021388	0.31517148	0.37331262	0.30719724	0.28366414	0.28218165	0.25012097	0.32022443	0.27950254	0.35183036	0.24436969	0.31023067	0.31352168	0.3108201	0.27888593	0.32894972	0.27966848	0.33105195	0.2882381	0.28208947	0.28834966	0.28067812	0.32757846	0.30726284	0.2918528	0.13465382	0.2883408	0.28848034	0.35256246	0.2725677	0.3128048	0.3248093	0.34651086	0.1348906	0.34996685	0.28042153	0.32750365	0.35360673	0.32263362	0.22980514	0.34148204	0.28666005	0.26312068	0.27407703	0.29544955	0.26756647	0.31764048	0.3111588	0.36180964	0.26221168	0.27801365	0.33568144	0.33842638	0.27700502	0.3497347	0.28744414	0.36285245	0.338473	0.2837319	0.28281012	0.3177972	0.27066502	0.27019593	0.3477213	0.2932348	0.35071284	0.25673524	0.1750006	0.31401575	0.3458922	0.35666794	0.27117693	0.3699531	0.3620629	0.2760699	0.36139315	0.13618131	0.2940206	0.27402744	0.31437767	0.28576753	0.36029917	0.30790746	0.30057976	0.26891065	0.27531832	0.28309935	0.2639996	0.29689103	0.28137204	0.25904056	0.34039268	0.26987436	0.28424758	0.29316807	0.3246659	0.30063364	0.35408628	0.26018322	0.35563344	0.3157182	0.30775276	0.28542098	0.31200087	0.28764138	0.26869485	0.29472038	0.25503615	0.2817813	0.30251563	0.27161318	0.31483263	0.36297286	0.33444077	0.3544299	0.27317137	0.2945337	0.2721963	0.13412039	0.27181023	0.14976412	0.32511324	0.3543344	0.30580625	0.31024456	0.3247414	0.36188686	0.35878187	0.3170826	0.30004352	0.30758798	0.1776227	0.31400624	0.310932	0.3590489
